Order_Id,Order_Date,Customer_ID,Customer_Name,Gender,Age,City,State,Platform,Category,Sub_Category,Product_Name,Unit_Price,Quantity,Discount_Percent,Discount_Amount,Final_Amount,Payment_Method,Order_Status,Delivery_Days,Rating,Brand,Cost,Profit,Profit Margin (%),Warehouse,Courier Partner,Order Priority,Return Reason
ORD119100,9/26/2024,CUST6793,Sunita Kumar,Female,51,Mumbai,Maharashtra,Amazon,Fashion,Kids Wear,Kids T-Shirt Combo,1770.74,1,5,88.54,1682.2,Credit Card,Returned,3,3,Boat,1164.97,517.23,30.75,Mumbai WH,Delhivery,Medium,Wrong Item
ORD114607,9/26/2024,CUST2117,Ankit Reddy,Male,60,Nagpur,Maharashtra,Flipkart,Beauty & Personal Care,Grooming,Dove Shampoo 650ml,1591.1,1,0,0,1591.1,UPI,Delivered,2,5,HP,910.05,681.05,42.8,Kolkata WH,Blue Dart,High,No Return
ORD118288,9/26/2024,CUST7222,Divya Sharma,Female,24,Ranchi,Jharkhand,Amazon,Fashion,Men's Clothing,Ethnic Kurti Set,4196.79,3,30,3777.11,8813.26,UPI,Delivered,5,5,Dell,5366.2,3447.06,39.11,Bengaluru WH,DTDC,Low,Damaged
ORD111098,9/26/2024,CUST6852,Vikram Iyer,Male,52,Siliguri,West Bengal,Amazon,Grocery,Beverages,Amul Ghee 500ml,542.8,2,30,325.68,759.92,Debit Card,Delivered,1,4,Adidas,573.85,186.07,24.49,Mumbai WH,Delhivery,Medium,No Return
ORD112394,9/26/2024,CUST6439,Neha Sharma,Female,20,Kolkata,West Bengal,Amazon,Beauty & Personal Care,Makeup,Himalaya Face Cream,2211.78,1,30,663.53,1548.25,UPI,Delivered,1,3,Boat,1172.07,376.18,24.3,Mumbai WH,Ekart,Medium,Damaged
ORD102434,9/26/2024,CUST6418,Aditya Patel,Male,38,Kolkata,West Bengal,Snapdeal,Grocery,Staples,Amul Ghee 500ml,113.44,2,30,68.06,158.82,Credit Card,Returned,4,2,Apple,98.71,60.11,37.85,Delhi WH,Delhivery,High,Damaged
ORD110696,9/26/2024,CUST5352,Neha Das,Female,52,Chennai,Tamil Nadu,Amazon,Sports & Fitness,Fitness Equipment,Hero Sprint Cycle,6583.05,1,10,658.3,5924.75,Cash on Delivery,Delivered,3,4,Apple,3781.45,2143.3,36.18,Mumbai WH,Blue Dart,Low,Wrong Item
ORD109824,9/26/2024,CUST4751,Nikhil Chauhan,Male,44,Jaipur,Rajasthan,Flipkart,Beauty & Personal Care,Skincare,Himalaya Face Cream,200.84,4,0,0,803.36,Cash on Delivery,Delivered,4,5,Dell,511.13,292.23,36.38,Delhi WH,Delhivery,Medium,Damaged
ORD103349,9/26/2024,CUST3926,Shreya Iyer,Female,26,Chennai,Tamil Nadu,Ajio,Electronics,Mobiles,HP Pavilion 15,3177.39,5,40,6354.78,9532.17,Debit Card,Returned,3,1,Nike,7236.87,2295.3,24.08,Delhi WH,Delhivery,Medium,Damaged
ORD107337,9/26/2024,CUST7594,Anita Sharma,Female,58,Kolkata,West Bengal,Meesho,Books,Non-Fiction,Rich Dad Poor Dad,112.09,1,50,56.04,56.05,Credit Card,Delivered,4,5,Boat,38.77,17.28,30.83,Kolkata WH,Ekart,High,Wrong Item
ORD116020,9/26/2024,CUST1372,Suresh Mukherjee,Male,33,Kanpur,Uttar Pradesh,Meesho,Fashion,Women's Clothing,Ethnic Kurti Set,4129.36,1,10,412.94,3716.42,Credit Card,Returned,2,1,Samsung,2181.2,1535.22,41.31,Bengaluru WH,Blue Dart,Low,Damaged
ORD116696,9/26/2024,CUST2771,Simran Chatterjee,Female,55,Lucknow,Uttar Pradesh,Flipkart,Sports & Fitness,Sportswear,Resistance Bands Set,3507.38,1,50,1753.69,1753.69,UPI,Delivered,4,5,Boat,1077.84,675.85,38.54,Mumbai WH,DTDC,Medium,Damaged
ORD108826,9/27/2024,CUST2346,Anita Mukherjee,Female,33,Kanpur,Uttar Pradesh,Amazon,Grocery,Staples,Aashirvaad Atta 5kg,117.96,4,20,94.37,377.47,Cash on Delivery,Delivered,7,5,HP,250.99,126.48,33.51,Bengaluru WH,Blue Dart,Low,Late Delivery
ORD115044,9/27/2024,CUST5944,Anjali Bose,Female,37,Bhubaneswar,Odisha,Amazon,Grocery,Staples,Aashirvaad Atta 5kg,317.19,1,20,63.44,253.75,Cash on Delivery,Delivered,6,4,Apple,192.46,61.29,24.15,Mumbai WH,Delhivery,Medium,Late Delivery
ORD113392,9/27/2024,CUST5853,Priya Gupta,Female,53,Ranchi,Jharkhand,Amazon,Electronics,Tablets,boAt Airdopes 141,3417.05,2,10,683.41,6150.69,Credit Card,Cancelled,4.381534772,4,Adidas,4773.2,1377.49,22.4,Kolkata WH,Ekart,Medium,Late Delivery
ORD100419,9/27/2024,CUST5345,Sneha Mukherjee,Female,25,Jaipur,Rajasthan,Amazon,Grocery,Dairy,Haldiram Bhujia 400g,346.97,2,40,277.58,416.36,Cash on Delivery,Delivered,3,2,Adidas,258.81,157.55,37.84,Bengaluru WH,Blue Dart,Low,Damaged
ORD103084,9/27/2024,CUST1800,Anita Roy,Female,33,Indore,Madhya Pradesh,Amazon,Grocery,Staples,Aashirvaad Atta 5kg,270.98,1,5,13.55,257.43,Cash on Delivery,Delivered,2,5,Samsung,216.27,41.16,15.99,Delhi WH,DTDC,Medium,No Return
ORD114497,9/27/2024,CUST6248,Manoj Reddy,Male,60,Ahmedabad,Gujarat,Flipkart,Home & Kitchen,Bedding,LED Table Lamp,4847.28,2,10,969.46,8725.1,Debit Card,Returned,2,1,Apple,7262.83,1462.27,16.76,Delhi WH,Ekart,High,No Return
ORD104502,9/27/2024,CUST2279,Ankit Sen,Male,34,Indore,Madhya Pradesh,Amazon,Electronics,Smartwatches,HP Pavilion 15,7654.5,2,20,3061.8,12247.2,UPI,Delivered,4,4,Boat,8920.15,3327.05,27.17,Kolkata WH,Ekart,High,No Return
ORD100018,9/27/2024,CUST4027,Kavita Iyer,Female,52,Guwahati,Assam,Ajio,Home & Kitchen,Bedding,Non-Stick Pan Set,1902.63,2,15,570.79,3234.47,UPI,Delivered,7,3,HP,1898.54,1335.93,41.3,Kolkata WH,DTDC,High,Wrong Item
ORD108011,9/27/2024,CUST2946,Swati Sen,Female,23,Visakhapatnam,Andhra Pradesh,Flipkart,Electronics,Laptops,Lenovo Tab M10,32071.84,1,5,1603.59,30468.25,Debit Card,Cancelled,4.381534772,4,Dell,21239.27,9228.98,30.29,Mumbai WH,Ekart,High,No Return
ORD117423,9/27/2024,CUST8860,Kavita Gupta,Female,43,Thiruvananthapuram,Kerala,Amazon,Books,Children's Books,Wings of Fire,206.96,3,0,0,620.88,UPI,Delivered,2,3,Apple,410.18,210.7,33.94,Mumbai WH,Delhivery,Medium,No Return
ORD119469,9/27/2024,CUST5633,Sanjay Mishra,Male,34,Patna,Bihar,Snapdeal,Home & Kitchen,Home Decor,Cotton Bedsheet Set,1177.32,1,5,58.87,1118.45,Credit Card,Delivered,2,5,Boat,695.03,423.42,37.86,Mumbai WH,DTDC,High,Wrong Item
ORD102615,9/27/2024,CUST1371,Anil Yadav,Male,60,Lucknow,Uttar Pradesh,Flipkart,Home & Kitchen,Cookware,Cotton Bedsheet Set,848.16,1,10,84.82,763.34,EMI,Delivered,4,4,Adidas,568.18,195.16,25.57,Kolkata WH,Delhivery,Medium,No Return
ORD105447,9/28/2024,CUST5685,Deepak Mukherjee,Male,25,Kolkata,West Bengal,Meesho,Sports & Fitness,Sportswear,Skipping Rope,894.95,3,0,0,2684.85,UPI,Delivered,7,4,Apple,1865.9,818.95,30.5,Kolkata WH,DTDC,Low,Wrong Item
ORD105768,9/28/2024,CUST3106,Neha Sharma,Female,37,Kolkata,West Bengal,Amazon,Fashion,Ethnic Wear,Kids T-Shirt Combo,358.84,3,0,0,1076.52,UPI,Delivered,7,3,Apple,794.06,282.46,26.24,Mumbai WH,Delhivery,High,Damaged
ORD114801,9/28/2024,CUST1341,Divya Chatterjee,Female,49,Siliguri,West Bengal,Flipkart,Beauty & Personal Care,Skincare,Wild Stone Perfume,3094.44,1,0,0,3094.44,Debit Card,Delivered,3,2,Dell,2487.89,606.55,19.6,Mumbai WH,Delhivery,Medium,Late Delivery
ORD119719,9/28/2024,CUST2906,Kavita Chatterjee,Female,57,Chennai,Tamil Nadu,Flipkart,Grocery,Dairy,Aashirvaad Atta 5kg,705.31,5,5,176.33,3350.22,Credit Card,Returned,5,2,Samsung,2782.6,567.62,16.94,Bengaluru WH,Delhivery,High,Late Delivery
ORD105352,9/28/2024,CUST3587,Vivek Sen,Male,32,Ranchi,Jharkhand,Flipkart,Fashion,Kids Wear,Saree - Banarasi Silk,4444.48,2,30,2666.69,6222.27,Credit Card,Cancelled,4.381534772,4,Nike,3632.84,2589.43,41.62,Mumbai WH,DTDC,Low,Wrong Item
ORD109782,9/28/2024,CUST5660,Pooja Reddy,Female,54,Vadodara,Gujarat,Myntra,Electronics,Laptops,Redmi Note 13,4496.88,2,5,449.69,8544.07,Net Banking,Returned,8,2,HP,5307.18,3236.89,37.88,Mumbai WH,Blue Dart,High,Wrong Item
ORD113582,9/28/2024,CUST4560,Vikram Shah,Male,52,Vadodara,Gujarat,Amazon,Beauty & Personal Care,Grooming,Beardo Trimmer,159.19,1,0,0,159.19,UPI,Cancelled,4.381534772,4,Apple,93.86,65.33,41.04,Bengaluru WH,DTDC,Medium,Wrong Item
ORD111419,9/28/2024,CUST8673,Anil Roy,Male,42,Lucknow,Uttar Pradesh,Amazon,Home & Kitchen,Home Decor,Wall Clock,4695.27,1,20,939.05,3756.22,Debit Card,Delivered,6,5,Boat,2122.73,1633.49,43.49,Bengaluru WH,DTDC,Medium,Wrong Item
ORD110750,9/28/2024,CUST3930,Priya Mukherjee,Female,18,Visakhapatnam,Andhra Pradesh,Snapdeal,Fashion,Ethnic Wear,Saree - Banarasi Silk,311.72,2,15,93.52,529.92,Net Banking,Delivered,10,4,Dell,435.04,94.88,17.9,Delhi WH,DTDC,Low,No Return
ORD116948,9/28/2024,CUST7919,Vikram Mishra,Male,36,Visakhapatnam,Andhra Pradesh,Myntra,Electronics,Cameras,boAt Airdopes 141,49797.27,2,20,19918.91,79675.63,Cash on Delivery,Delivered,2,5,Dell,49172.7,30502.93,38.28,Mumbai WH,Blue Dart,Low,Damaged
ORD111356,9/28/2024,CUST4429,Kirti Reddy,Female,27,Patna,Bihar,Meesho,Electronics,Tablets,HP Pavilion 15,1436.71,3,15,646.52,3663.61,Cash on Delivery,Cancelled,4.381534772,4,Boat,2210.71,1452.9,39.66,Delhi WH,Delhivery,Medium,Damaged
ORD104544,9/28/2024,CUST8173,Sunita Chatterjee,Female,39,Bhubaneswar,Odisha,Flipkart,Beauty & Personal Care,Fragrances,Beardo Trimmer,271.82,3,30,244.64,570.82,Credit Card,Delivered,3,1,Boat,330.29,240.53,42.14,Kolkata WH,DTDC,Low,No Return
ORD113780,9/28/2024,CUST4362,Manoj Roy,Male,21,Ahmedabad,Gujarat,Amazon,Home & Kitchen,Bedding,LED Table Lamp,3710.85,1,30,1113.26,2597.59,Credit Card,Delivered,4,5,Nike,1849.3,748.29,28.81,Kolkata WH,DTDC,High,Wrong Item
ORD104263,9/28/2024,CUST1889,Payal Chauhan,Female,18,Gurugram,Haryana,Amazon,Electronics,Headphones,boAt Airdopes 141,4954.68,2,30,2972.81,6936.55,UPI,Cancelled,4.381534772,4,Nike,4280.69,2655.86,38.29,Delhi WH,DTDC,Medium,Wrong Item
ORD118513,9/28/2024,CUST1242,Kavita Singh,Female,49,Gurugram,Haryana,Meesho,Home & Kitchen,Home Decor,Wall Clock,8169.57,1,30,2450.87,5718.7,UPI,Returned,4,2,Dell,4380.5,1338.2,23.4,Bengaluru WH,Delhivery,High,Damaged
ORD102372,9/28/2024,CUST8641,Neha Mukherjee,Female,29,Surat,Gujarat,Flipkart,Grocery,Staples,Haldiram Bhujia 400g,574.22,3,30,516.8,1205.86,Cash on Delivery,Returned,8,3,Nike,711.25,494.61,41.02,Bengaluru WH,DTDC,High,Late Delivery
ORD115543,9/28/2024,CUST7058,Suresh Nair,Male,51,Visakhapatnam,Andhra Pradesh,Myntra,Home & Kitchen,Bedding,Milton Water Bottle,300.52,1,30,90.16,210.36,Cash on Delivery,Returned,4,2,Apple,135.22,75.14,35.72,Mumbai WH,Delhivery,Low,Late Delivery
ORD101037,9/28/2024,CUST1793,Anjali Iyer,Female,35,Kanpur,Uttar Pradesh,Amazon,Sports & Fitness,Fitness Equipment,Hero Sprint Cycle,864.73,1,10,86.47,778.26,Credit Card,Delivered,4,4,Boat,505.68,272.58,35.02,Delhi WH,DTDC,Low,Late Delivery
ORD117485,9/29/2024,CUST8021,Anil Mukherjee,Male,27,Jaipur,Rajasthan,Amazon,Electronics,Headphones,OnePlus Nord CE3,36343.35,1,15,5451.5,30891.85,Debit Card,Returned,7,3,Apple,21931.6,8960.25,29.01,Mumbai WH,Blue Dart,High,No Return
ORD100350,9/29/2024,CUST3121,Rahul Gupta,Male,22,Patna,Bihar,Myntra,Fashion,Ethnic Wear,Cotton Kurta,1631.73,4,0,0,6526.92,Cash on Delivery,Cancelled,4.381534772,4,Dell,4490.94,2035.98,31.19,Kolkata WH,Ekart,High,Damaged
ORD114645,9/29/2024,CUST4632,Shreya Iyer,Female,39,Thiruvananthapuram,Kerala,Amazon,Beauty & Personal Care,Makeup,Philips Hair Dryer,1637.71,1,20,327.54,1310.17,Credit Card,Returned,2,2,HP,776.41,533.76,40.74,Delhi WH,DTDC,Low,Wrong Item
ORD112007,9/29/2024,CUST4260,Aditya Singh,Male,34,Chandigarh,Chandigarh,Ajio,Home & Kitchen,Furniture,Non-Stick Pan Set,1311.54,2,30,786.92,1836.16,Net Banking,Delivered,4,5,HP,1407.77,428.39,23.33,Bengaluru WH,DTDC,Low,No Return
ORD116100,9/29/2024,CUST6193,Anita Kumar,Female,42,Indore,Madhya Pradesh,Meesho,Home & Kitchen,Kitchen Appliances,LED Table Lamp,6781.72,3,15,3051.77,17293.39,UPI,Returned,5,2,Adidas,13698.21,3595.18,20.79,Mumbai WH,Delhivery,Low,No Return
ORD109460,9/29/2024,CUST4287,Meena Singh,Female,52,Hyderabad,Telangana,Myntra,Electronics,Cameras,Noise ColorFit Pulse,3592.04,2,10,718.41,6465.67,Net Banking,Delivered,3,5,Adidas,5208.24,1257.43,19.45,Mumbai WH,Ekart,Medium,Damaged
ORD103495,9/29/2024,CUST6306,Aarti Sharma,Female,38,Siliguri,West Bengal,Amazon,Books,Academic,Rich Dad Poor Dad,512.56,2,15,153.77,871.35,UPI,Delivered,1,4,Boat,552.04,319.31,36.65,Delhi WH,Delhivery,High,Wrong Item
ORD107022,9/29/2024,CUST1647,Riya Singh,Female,26,Nagpur,Maharashtra,Ajio,Electronics,Tablets,iQOO Z7,29034.98,1,30,8710.49,20324.49,UPI,Delivered,5,5,Nike,15933.65,4390.84,21.6,Delhi WH,DTDC,Medium,No Return
ORD112898,9/29/2024,CUST8088,Priya Mukherjee,Female,49,Patna,Bihar,Flipkart,Books,Fiction,Sapiens,876.3,1,20,175.26,701.04,Credit Card,Delivered,4,1,Apple,461.51,239.53,34.17,Kolkata WH,Ekart,High,Late Delivery
ORD119645,9/29/2024,CUST6317,Manoj Kumar,Male,22,Guwahati,Assam,Amazon,Books,Self-Help,NCERT Class 10 Set,552.99,4,5,110.6,2101.36,EMI,Delivered,10,2,Boat,1664.34,437.02,20.8,Delhi WH,DTDC,High,Late Delivery
ORD113249,9/29/2024,CUST1546,Anjali Kumar,Female,36,Kanpur,Uttar Pradesh,Myntra,Fashion,Women's Clothing,Saree - Banarasi Silk,1443.91,2,15,433.17,2454.65,UPI,Delivered,3,5,Samsung,1648.34,806.31,32.85,Mumbai WH,Ekart,Medium,Late Delivery
ORD111709,9/29/2024,CUST6101,Gaurav Roy,Male,60,Siliguri,West Bengal,Amazon,Electronics,Headphones,OnePlus Nord CE3,4162.89,3,0,0,12488.67,UPI,Delivered,6,4,Dell,8355.72,4132.95,33.09,Kolkata WH,Delhivery,Medium,Late Delivery
ORD116166,9/29/2024,CUST5928,Priya Banerjee,Female,40,Chandigarh,Chandigarh,Amazon,Beauty & Personal Care,Skincare,Dove Shampoo 650ml,1938.19,1,40,775.28,1162.91,Cash on Delivery,Delivered,3,3,Adidas,639.65,523.26,45,Mumbai WH,Ekart,Medium,Wrong Item
ORD111482,9/29/2024,CUST6858,Neha Sen,Female,40,Kanpur,Uttar Pradesh,Amazon,Sports & Fitness,Sportswear,Skipping Rope,1069.87,3,10,320.96,2888.65,UPI,Returned,2,3,Adidas,2206.86,681.79,23.6,Bengaluru WH,DTDC,Medium,Wrong Item
ORD108725,9/29/2024,CUST7559,Pranav Mukherjee,Male,28,Patna,Bihar,Amazon,Grocery,Snacks,Haldiram Bhujia 400g,608.86,1,20,121.77,487.09,UPI,Delivered,2,3,Boat,311.3,175.79,36.09,Kolkata WH,Ekart,Low,No Return
ORD102505,9/29/2024,CUST1092,Suresh Reddy,Male,50,Guwahati,Assam,Ajio,Home & Kitchen,Furniture,LED Table Lamp,541.49,2,10,108.3,974.68,Credit Card,Delivered,3,2,HP,788.72,185.96,19.08,Bengaluru WH,Ekart,Low,Wrong Item
ORD102175,9/29/2024,CUST4385,Nikhil Sen,Male,56,Delhi,Delhi,Amazon,Books,Fiction,Sapiens,174.5,2,20,69.8,279.2,UPI,Delivered,2,4,Boat,216.6,62.6,22.42,Mumbai WH,Blue Dart,High,No Return
ORD118136,9/30/2024,CUST5364,Nikhil Roy,Male,56,Guwahati,Assam,Amazon,Fashion,Footwear,Saree - Banarasi Silk,2277.1,4,10,910.84,8197.56,Credit Card,Delivered,3,4,Apple,6529.29,1668.27,20.35,Kolkata WH,Blue Dart,High,Late Delivery
ORD113158,9/30/2024,CUST2976,Sanjay Nair,Male,41,Indore,Madhya Pradesh,Ajio,Electronics,Laptops,Lenovo Tab M10,1381.61,4,15,828.97,4697.47,Cash on Delivery,Returned,3,2,Samsung,3753.93,943.54,20.09,Mumbai WH,Blue Dart,Medium,No Return
ORD112568,9/30/2024,CUST6397,Shreya Kumar,Female,59,Delhi,Delhi,Ajio,Electronics,Headphones,Canon EOS 1500D,1038.16,2,50,1038.16,1038.16,Net Banking,Cancelled,4.381534772,4,Adidas,783.27,254.89,24.55,Delhi WH,Delhivery,Low,No Return
ORD102061,9/30/2024,CUST1611,Riya Iyer,Female,53,Coimbatore,Tamil Nadu,Myntra,Electronics,Tablets,Dell Inspiron 14,1050.78,1,20,210.16,840.62,Net Banking,Returned,8,1,Apple,509.46,331.16,39.39,Bengaluru WH,Ekart,Low,Late Delivery
ORD118258,9/30/2024,CUST2171,Sourav Singh,Male,34,Patna,Bihar,Amazon,Electronics,Smartwatches,Sony WH-CH520,3076.05,4,5,615.21,11688.99,Credit Card,Returned,6,3,Adidas,9071.39,2617.6,22.39,Mumbai WH,Ekart,Low,No Return
ORD108214,9/30/2024,CUST1427,Rahul Singh,Male,43,Jaipur,Rajasthan,Myntra,Fashion,Women's Clothing,Ethnic Kurti Set,1356.8,2,5,135.68,2577.92,UPI,Cancelled,4.381534772,4,Dell,1928.3,649.62,25.2,Delhi WH,DTDC,Medium,Damaged
ORD114874,9/30/2024,CUST4471,Kirti Das,Female,30,Ranchi,Jharkhand,Flipkart,Beauty & Personal Care,Grooming,Dove Shampoo 650ml,1377.16,3,40,1652.59,2478.89,Debit Card,Cancelled,4.381534772,4,Nike,1543.27,935.62,37.74,Bengaluru WH,Delhivery,Medium,Late Delivery
ORD108458,9/30/2024,CUST3970,Rahul Iyer,Male,58,Delhi,Delhi,Amazon,Home & Kitchen,Cookware,Prestige Pressure Cooker,1094.12,3,40,1312.94,1969.42,UPI,Returned,5,1,Boat,1552.41,417.01,21.17,Delhi WH,Blue Dart,High,No Return
ORD118608,9/30/2024,CUST7045,Shreya Reddy,Female,32,Bhopal,Madhya Pradesh,Flipkart,Sports & Fitness,Cycles,Cricket Bat - Kashmir Willow,416.94,3,15,187.62,1063.2,EMI,Returned,3,2,Boat,825,238.2,22.4,Delhi WH,Delhivery,Medium,No Return
ORD118246,9/30/2024,CUST8990,Sneha Gupta,Female,52,Kolkata,West Bengal,Flipkart,Beauty & Personal Care,Skincare,Himalaya Face Cream,1040.26,1,15,156.04,884.22,Credit Card,Delivered,5,4,Apple,688.61,195.61,22.12,Mumbai WH,Delhivery,Low,No Return
ORD110837,9/30/2024,CUST3536,Swati Shah,Female,39,Vadodara,Gujarat,Amazon,Sports & Fitness,Sportswear,Hero Sprint Cycle,2388.79,1,0,0,2388.79,Cash on Delivery,Returned,8,3,HP,1552.34,836.45,35.02,Bengaluru WH,Ekart,Medium,Late Delivery
ORD109797,9/30/2024,CUST5215,Nikhil Yadav,Male,27,Visakhapatnam,Andhra Pradesh,Amazon,Electronics,Tablets,Noise ColorFit Pulse,46889.1,1,15,7033.36,39855.74,Debit Card,Delivered,5,5,Samsung,28873.45,10982.29,27.56,Delhi WH,DTDC,High,Wrong Item
ORD115981,9/30/2024,CUST2756,Shreya Kumar,Female,58,Bhopal,Madhya Pradesh,Myntra,Fashion,Men's Clothing,Kids T-Shirt Combo,1777.75,2,5,177.78,3377.72,UPI,Returned,8,3,Samsung,2074.71,1303.01,38.58,Bengaluru WH,DTDC,Low,Damaged
ORD110840,9/30/2024,CUST1388,Anil Bose,Male,26,Chandigarh,Chandigarh,Flipkart,Grocery,Snacks,Haldiram Bhujia 400g,195.4,1,30,58.62,136.78,Debit Card,Delivered,10,1,Adidas,81.37,55.41,40.51,Kolkata WH,Delhivery,High,Late Delivery
ORD117165,9/30/2024,CUST1077,Divya Mukherjee,Female,48,Delhi,Delhi,Amazon,Fashion,Men's Clothing,Ethnic Kurti Set,3415.26,5,50,8538.15,8538.15,UPI,Delivered,4,4,Apple,5855.02,2683.13,31.43,Bengaluru WH,DTDC,Low,Late Delivery
ORD106971,9/30/2024,CUST6336,Nisha Bose,Female,19,Siliguri,West Bengal,Flipkart,Electronics,Headphones,iQOO Z7,1916.79,1,10,191.68,1725.11,Credit Card,Returned,5,3,Adidas,1465.38,259.73,15.06,Mumbai WH,Delhivery,Low,Damaged
ORD109308,9/30/2024,CUST4831,Shreya Bose,Female,58,Indore,Madhya Pradesh,Flipkart,Fashion,Women's Clothing,Slim Fit Jeans,2174.54,1,20,434.91,1739.63,Net Banking,Delivered,4,4,Samsung,1131.05,608.58,34.98,Kolkata WH,DTDC,High,Late Delivery
ORD118347,10/1/2024,CUST6537,Suresh Yadav,Male,26,Pune,Maharashtra,Flipkart,Grocery,Staples,Haldiram Bhujia 400g,436.12,1,30,130.84,305.28,Cash on Delivery,Delivered,6,5,Apple,169.28,136,44.55,Mumbai WH,Blue Dart,Low,No Return
ORD108437,10/1/2024,CUST2558,Simran Mukherjee,Female,51,Vadodara,Gujarat,Meesho,Beauty & Personal Care,Grooming,Nykaa Matte Lipstick,492.69,1,10,49.27,443.42,Credit Card,Delivered,3,5,Apple,278.58,164.84,37.17,Delhi WH,Delhivery,High,Late Delivery
ORD119180,10/1/2024,CUST3387,Gaurav Das,Male,20,Jaipur,Rajasthan,Ajio,Electronics,Headphones,Samsung Galaxy M14,8718.39,2,40,6974.71,10462.07,Cash on Delivery,Cancelled,4.381534772,4,Adidas,7633.45,2828.62,27.04,Bengaluru WH,Blue Dart,Low,Wrong Item
ORD118866,10/1/2024,CUST2087,Sunita Nair,Female,19,Pune,Maharashtra,Flipkart,Electronics,Laptops,Realme Buds Air 3,1814.81,1,5,90.74,1724.07,Credit Card,Delivered,4,5,Apple,1204.2,519.87,30.15,Kolkata WH,Delhivery,Low,Wrong Item
ORD107324,10/1/2024,CUST1574,Aditya Sen,Male,44,Bengaluru,Karnataka,Flipkart,Grocery,Beverages,Haldiram Bhujia 400g,379.01,1,20,75.8,303.21,UPI,Delivered,2,1,Samsung,210.98,92.23,30.42,Bengaluru WH,DTDC,High,Wrong Item
ORD113449,10/1/2024,CUST3945,Rajesh Banerjee,Male,26,Patna,Bihar,Amazon,Home & Kitchen,Cookware,Non-Stick Pan Set,6244.4,1,10,624.44,5619.96,Cash on Delivery,Delivered,4,5,Apple,3180.53,2439.43,43.41,Bengaluru WH,DTDC,Medium,Wrong Item
ORD119935,10/1/2024,CUST7849,Kirti Singh,Female,47,Hyderabad,Telangana,Flipkart,Home & Kitchen,Kitchen Appliances,Cotton Bedsheet Set,5473.22,4,40,8757.15,13135.73,UPI,Returned,7,2,Adidas,8087.79,5047.94,38.43,Delhi WH,Delhivery,Medium,Damaged
ORD101107,10/1/2024,CUST6888,Anita Iyer,Female,42,Gurugram,Haryana,Myntra,Home & Kitchen,Home Decor,LED Table Lamp,1156.29,1,15,173.44,982.85,Cash on Delivery,Delivered,6,2,Dell,689.33,293.52,29.86,Mumbai WH,Delhivery,Medium,Late Delivery
ORD118880,10/1/2024,CUST6515,Shreya Mishra,Female,60,Visakhapatnam,Andhra Pradesh,Flipkart,Books,Fiction,NCERT Class 10 Set,122.11,1,20,24.42,97.69,Credit Card,Delivered,4,2,Adidas,59.97,37.72,38.61,Delhi WH,Delhivery,Medium,Wrong Item
ORD101048,10/1/2024,CUST6206,Manoj Mukherjee,Male,50,Chennai,Tamil Nadu,Flipkart,Electronics,Tablets,iQOO Z7,889.53,2,5,88.95,1690.11,UPI,Delivered,1,1,Boat,1308.71,381.4,22.57,Mumbai WH,Delhivery,Medium,Late Delivery
ORD108905,10/1/2024,CUST2745,Suresh Mukherjee,Male,38,Guwahati,Assam,Flipkart,Electronics,Tablets,Samsung Galaxy M14,11524.01,1,15,1728.6,9795.41,EMI,Returned,2,1,Boat,7640.6,2154.81,22,Kolkata WH,Ekart,High,Damaged
ORD115075,10/1/2024,CUST3073,Anil Chauhan,Male,21,Indore,Madhya Pradesh,Myntra,Beauty & Personal Care,Haircare,Himalaya Face Cream,2744.4,2,5,274.44,5214.36,UPI,Delivered,3,4,Apple,2946.76,2267.6,43.49,Kolkata WH,DTDC,Low,Damaged
ORD104570,10/1/2024,CUST3623,Anil Mishra,Male,55,Noida,Uttar Pradesh,Myntra,Electronics,Mobiles,Canon EOS 1500D,34975.6,1,30,10492.68,24482.92,EMI,Delivered,4,5,HP,20190.88,4292.04,17.53,Delhi WH,Delhivery,Medium,Damaged
ORD105172,10/1/2024,CUST2093,Vikram Mukherjee,Male,34,Ranchi,Jharkhand,Myntra,Sports & Fitness,Cycles,Yoga Mat,2292.31,2,30,1375.39,3209.23,Credit Card,Returned,6,2,Samsung,2191.12,1018.11,31.72,Bengaluru WH,DTDC,Medium,Damaged
ORD107409,10/1/2024,CUST4864,Vivek Roy,Male,40,Delhi,Delhi,Ajio,Fashion,Ethnic Wear,Formal Shirt,481.49,1,50,240.74,240.75,Credit Card,Cancelled,4.381534772,4,Apple,202.03,38.72,16.08,Delhi WH,DTDC,Medium,Damaged
ORD103066,10/1/2024,CUST6311,Payal Sharma,Female,19,Patna,Bihar,Myntra,Books,Self-Help,Panchatantra Stories,192.92,1,20,38.58,154.34,UPI,Delivered,6,1,HP,126.43,27.91,18.08,Delhi WH,DTDC,High,No Return
ORD115322,10/1/2024,CUST2383,Swati Chauhan,Female,41,Hyderabad,Telangana,Myntra,Electronics,Tablets,Realme Buds Air 3,21279.81,1,30,6383.94,14895.87,Debit Card,Delivered,6,5,Boat,12226.44,2669.43,17.92,Bengaluru WH,DTDC,Medium,Damaged
ORD102463,10/1/2024,CUST6191,Payal Banerjee,Female,47,Bengaluru,Karnataka,Meesho,Grocery,Dairy,Fortune Sunflower Oil 1L,300.75,1,40,120.3,180.45,Cash on Delivery,Delivered,2,5,Adidas,142.1,38.35,21.25,Bengaluru WH,DTDC,Low,Wrong Item
